bank;level;is_walk_in;bucket;REP_MONTH;GEN_MONTH;prod_type;CLIENT_CATEGORY_BUDGET;NUM;VAR;NUM_REG;VAR_REG
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Cards/Revolving;Depositors;8;1210047.79;8;1210047,79
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Cards/Revolving;Payroll;3213;349193373.36;3131;337365287,4
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Cars;Bona-fide;866;152696347.55;855;150084741,7
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Cars;Cars;1;15411.81;1;15411,81
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Cars;Payroll;41;11420723.54;41;11420723,54
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Consumer;Bona-fide;20329;5317662117.72;19898;5180986938
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Consumer;Consumer;21;691519.30;21;691519,3
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Consumer;Payroll;8780;2086037149.99;8629;2049100649
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Mortgage;Bona-fide;616;1026614816.88;614;1013210161
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Mortgage;Mortgage;543;634112981.83;541;629166948,3
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;Mortgage;Payroll;389;558106588.69;388;556419194,8
RB;1;0;Cumulative 1-180;2018-12-01 00:00:00.000;2018-06-01 00:00:00.000;PRO Individuals;Bona-fide;9;1826318.40;9;1826318,4
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cards/Revolving;Bona-fide;9551;1208427274.85;9322;1166599754
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cards/Revolving;Cards/Revolving;40;3707430.05;39;3700714,21
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cards/Revolving;Depositors;10;3928189.97;10;3928189,97
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cards/Revolving;Payroll;10585;787306362.17;10302;761862439,7
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cars;Bona-fide;966;173661948.77;948;170612052,4
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cars;Cars;1;12302.01;1;12302,01
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Cars;Payroll;45;9966141.71;43;9737681,55
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Consumer;Bona-fide;22602;6100327236.71;22092;5938293437
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Consumer;Consumer;31;837337.28;27;792322,28
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Consumer;Payroll;9771;2462357289.29;9588;2418896991
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Mortgage;Bona-fide;599;1007466686.71;596;1004242034
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Mortgage;Mortgage;566;715589198.24;560;699009999,6
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;Mortgage;Payroll;359;512434296.20;358;512263070,3
RB;1;0;Cumulative 1-180;2019-01-01 00:00:00.000;2018-07-01 00:00:00.000;PRO Individuals;Bona-fide;11;2197896.19;11;2197896,19
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cards/Revolving;Bona-fide;6789;929326536.12;6617;892879356,7
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cards/Revolving;Cards/Revolving;40;2924331.73;39;2883504,08
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cards/Revolving;Depositors;6;1169721.69;6;1169721,69
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cards/Revolving;Payroll;7263;580415046.26;7101;561491160,3
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cars;Bona-fide;814;134339899.90;804;132643697,1
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cars;Cars;1;9092.21;1;9092,21
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Cars;Payroll;39;9313593.50;38;9185452,58
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Consumer;Bona-fide;21816;5941869675.69;21340;5781055741
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Consumer;Consumer;16;629773.89;16;629773,89
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Consumer;Payroll;9470;2441839109.94;9283;2383863782
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Mortgage;Bona-fide;638;1051453807.14;632;1031093406
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Mortgage;Mortgage;466;564356168.43;464;563086101,3
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;Mortgage;Payroll;386;499414481.74;384;496804760,5
RB;1;0;Cumulative 1-180;2019-02-01 00:00:00.000;2018-08-01 00:00:00.000;PRO Individuals;Bona-fide;13;3726767.78;12;3621668,6
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cards/Revolving;Bona-fide;3377;541260650.90;3300;517559010,2
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cards/Revolving;Cards/Revolving;30;1937571.55;30;1937571,55
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cards/Revolving;Depositors;1;202200.02;1;202200,02
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cards/Revolving;Payroll;3403;362898114.73;3321;348795505
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cars;Bona-fide;646;102465309.06;642;101560689,3
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cars;Cars;1;5882.41;1;5882,41
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Cars;Payroll;31;8580432.88;31;8580432,88
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Consumer;Bona-fide;19906;5420527987.43;19479;5284690142
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Consumer;Consumer;20;378392.05;19;294806,89
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Consumer;Payroll;8767;2383153451.85;8592;2331944073
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Mortgage;Bona-fide;548;943814548.17;547;941410861,6
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Mortgage;Mortgage;469;584043306.33;466;564921092,3
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;Mortgage;Payroll;323;476896691.17;322;475442917,9
RB;1;0;Cumulative 1-180;2019-03-01 00:00:00.000;2018-09-01 00:00:00.000;PRO Individuals;Bona-fide;6;1043645.61;6;1043645,61
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cards/Revolving;Bona-fide;10709;1356073065.75;10409;1309757840
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cards/Revolving;Cards/Revolving;37;3622952.68;35;3616066,11
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cards/Revolving;Depositors;11;3612526.43;11;3612526,43
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cards/Revolving;Payroll;12698;938128908.47;12388;912875128,8
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cars;Bona-fide;703;110737707.64;696;107766749,1
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cars;Cars;1;2672.72;1;2672,72
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Cars;Payroll;41;8752336.25;41;8752336,25
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Consumer;Bona-fide;23219;6518714235.14;22702;6339485628
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Consumer;Consumer;10;205662.64;9;184173,5
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Consumer;Payroll;10300;2847858380.86;10101;2794196998
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Mortgage;Bona-fide;688;1221989654.00;687;1219091822
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Mortgage;Mortgage;547;745940022.98;543;738555663,4
RB;1;0;Cumulative 1-30 Consumer;2018-07-01 00:00:00.000;2018-06-01 00:00:00.000;Consumer;Bona-fide;20329;5317662117.72;19426;5076604976
RB;1;0;Cumulative 1-30 Consumer;2018-07-01 00:00:00.000;2018-06-01 00:00:00.000;Consumer;Consumer;21;691519.30;20;677891,1
RB;1;0;Cumulative 1-30 Consumer;2018-07-01 00:00:00.000;2018-06-01 00:00:00.000;Consumer;Payroll;8780;2086037149.99;8423;2007790549
RB;1;0;Cumulative 1-30 Consumer;2018-08-01 00:00:00.000;2018-07-01 00:00:00.000;Consumer;Bona-fide;22602;6100327236.71;21479;5805398827
RB;1;0;Cumulative 1-30 Consumer;2018-08-01 00:00:00.000;2018-07-01 00:00:00.000;Consumer;Consumer;31;837337.28;27;792322,28
RB;1;0;Cumulative 1-30 Consumer;2018-08-01 00:00:00.000;2018-07-01 00:00:00.000;Consumer;Payroll;9771;2462357289.29;9350;2374979595
RB;1;0;Cumulative 1-30 Consumer;2018-09-01 00:00:00.000;2018-08-01 00:00:00.000;Consumer;Bona-fide;21816;5941869675.69;20874;5678925618
RB;1;0;Cumulative 1-30 Consumer;2018-09-01 00:00:00.000;2018-08-01 00:00:00.000;Consumer;Consumer;16;629773.89;16;629773,89
RB;1;0;Cumulative 1-30 Consumer;2018-09-01 00:00:00.000;2018-08-01 00:00:00.000;Consumer;Payroll;9470;2441839109.94;9018;2329724593
RB;1;0;Cumulative 1-30 Consumer;2018-10-01 00:00:00.000;2018-09-01 00:00:00.000;Consumer;Bona-fide;19906;5420527987.43;19042;5190189032
RB;1;0;Cumulative 1-30 Consumer;2018-10-01 00:00:00.000;2018-09-01 00:00:00.000;Consumer;Consumer;20;378392.05;19;294806,89
RB;1;0;Cumulative 1-30 Consumer;2018-10-01 00:00:00.000;2018-09-01 00:00:00.000;Consumer;Payroll;8767;2383153451.85;8426;2293114771
RB;1;0;Cumulative 1-30 Consumer;2018-11-01 00:00:00.000;2018-10-01 00:00:00.000;Consumer;Bona-fide;23219;6518714235.14;22247;6238289048
RB;1;0;Cumulative 1-30 Consumer;2018-11-01 00:00:00.000;2018-10-01 00:00:00.000;Consumer;Consumer;10;205662.64;9;184173,5
RB;1;0;Cumulative 1-30 Consumer;2018-11-01 00:00:00.000;2018-10-01 00:00:00.000;Consumer;Payroll;10300;2847858380.86;9863;2740171979
RB;1;0;Cumulative 1-30 Consumer;2018-12-01 00:00:00.000;2018-11-01 00:00:00.000;Consumer;Bona-fide;22753;6512047421.11;21765;6230509384
RB;1;0;Cumulative 1-30 Consumer;2018-12-01 00:00:00.000;2018-11-01 00:00:00.000;Consumer;Consumer;15;606993.81;14;570087,15
RB;1;0;Cumulative 1-30 Consumer;2018-12-01 00:00:00.000;2018-11-01 00:00:00.000;Consumer;Payroll;10629;3100343792.50;10240;2989449709
RB;1;0;Cumulative 1-30 Consumer;2019-01-01 00:00:00.000;2018-12-01 00:00:00.000;Consumer;Bona-fide;20520;5850651741.47;19502;5555204576
RB;1;0;Cumulative 1-30 Consumer;2019-01-01 00:00:00.000;2018-12-01 00:00:00.000;Consumer;Consumer;9;180667.62;8;167990,25
RB;1;0;Cumulative 1-30 Consumer;2019-01-01 00:00:00.000;2018-12-01 00:00:00.000;Consumer;Payroll;9722;2918823429.67;9324;2804525961
RB;1;0;Cumulative 1-30 Consumer;2019-02-01 00:00:00.000;2019-01-01 00:00:00.000;Consumer;Bona-fide;21946;6447312692.06;20660;6068485134
RB;1;0;Cumulative 1-30 Consumer;2019-02-01 00:00:00.000;2019-01-01 00:00:00.000;Consumer;Consumer;13;312505.03;12;253892,51
RB;1;0;Cumulative 1-30 Consumer;2019-02-01 00:00:00.000;2019-01-01 00:00:00.000;Consumer;Payroll;11516;3407454715.68;10902;3253625006
RFB;1;NULL;CBR 180+;2017-08-01 00:00:00.000;2017-08-01 00:00:00.000;Cars;NULL;23113;7331188939.68;4246;124149203,6
RFB;1;NULL;CBR 180+;2017-08-01 00:00:00.000;2017-08-01 00:00:00.000;PDC;NULL;54393;3278266791.33;6625;32800405,52
RFB;1;NULL;CBR 180+;2017-09-01 00:00:00.000;2017-09-01 00:00:00.000;Cars;NULL;22432;7006660759.30;3864;122548041,8
RFB;1;NULL;CBR 180+;2017-09-01 00:00:00.000;2017-09-01 00:00:00.000;PDC;NULL;53600;3217091471.98;6309;32461582,56
RFB;1;NULL;CBR 180+;2017-10-01 00:00:00.000;2017-10-01 00:00:00.000;Cars;NULL;21981;6836291683.72;4352;135362807
RFB;1;NULL;CBR 180+;2017-10-01 00:00:00.000;2017-10-01 00:00:00.000;PDC;NULL;53211;3151539210.38;7243;37497031,61
RFB;1;NULL;CBR 180+;2017-11-01 00:00:00.000;2017-11-01 00:00:00.000;Cars;NULL;21713;6694399656.84;4204;124716016,3
RFB;1;NULL;CBR 180+;2017-11-01 00:00:00.000;2017-11-01 00:00:00.000;PDC;NULL;53181;3143136648.00;7408;37744998,33
RFB;1;NULL;CBR 180+;2017-12-01 00:00:00.000;2017-12-01 00:00:00.000;Cars;NULL;21357;6556921940.92;4465;149980591,3
RFB;1;NULL;CBR 180+;2017-12-01 00:00:00.000;2017-12-01 00:00:00.000;PDC;NULL;50955;3062139717.43;8122;45750319,26
RFB;1;NULL;CBR 180+;2018-01-01 00:00:00.000;2018-01-01 00:00:00.000;Cars;NULL;20889;6372968294.77;6086;84054564,81
RFB;1;NULL;CBR 180+;2018-01-01 00:00:00.000;2018-01-01 00:00:00.000;PDC;NULL;50768;3013278569.25;6515;30785635,81
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;Mortgage;Payroll;414;554015147.23;410;550713331,3
RB;1;0;Cumulative 1-180;2019-04-01 00:00:00.000;2018-10-01 00:00:00.000;PRO Individuals;Bona-fide;14;3264544.13;14;3264544,13
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cards/Revolving;Bona-fide;9288;1249061818.40;9083;1209354385
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cards/Revolving;Cards/Revolving;36;3012557.18;35;2910336,69
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cards/Revolving;Depositors;12;3068752.19;12;3068752,19
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cards/Revolving;Payroll;10092;805959081.41;9898;787378803,8
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cars;Bona-fide;616;86389082.95;607;84756213,75
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cars;Cars;1;18627.93;0;0
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Cars;Payroll;31;6861176.42;31;6861176,42
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Consumer;Bona-fide;22753;6512047421.11;22241;6329450860
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Consumer;Consumer;15;606993.81;14;570087,15
RB;1;0;Cumulative 1-180;2019-05-01 00:00:00.000;2018-11-01 00:00:00.000;Consumer;Payroll;10629;3100343792.50;10440;3037941847
RB;1;1;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;Cards/Revolving;Walk-in;870;194391946.00;844;187501150,8
RB;1;1;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;Cars;Walk-in;8041;2259306735.05;7829;2189522373
RB;1;1;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;Consumer;Walk-in;11747;1718159194.63;11437;1651742813
RB;1;1;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;Mortgage;Walk-in;1248;2035689909.08;1238;2010872747
RB;1;1;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;PRO Individuals;Walk-in;237;72637263.29;227;69701922,53
RB;1;1;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;Cards/Revolving;Walk-in;1646;244067305.03;1599;233635176,5
RB;1;1;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;Cars;Walk-in;9194;2573188602.00;8960;2501881396
RB;1;1;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;Consumer;Walk-in;12490;1848036781.08;12176;1786898914
RB;1;1;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;Mortgage;Walk-in;1417;2225379298.04;1405;2187128793
RB;1;1;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;PRO Individuals;Walk-in;289;77756898.06;277;72268562,7
RB;1;1;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;Cards/Revolving;Walk-in;1296;215092788.95;1267;208629806,7
RB;1;1;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;Cars;Walk-in;8413;2294041072.65;8207;2229953546
RB;1;1;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;Consumer;Walk-in;11625;1698694851.84;11374;1652532891
RB;1;1;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;Mortgage;Walk-in;1397;2174206845.16;1387;2127862551
RB;1;1;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;PRO Individuals;Walk-in;234;61887337.28;229;60439967,17
RB;1;1;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;Cards/Revolving;Walk-in;1110;194621764.08;1077;185041730,3
RB;1;1;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;Cars;Walk-in;7997;2103352490.63;7791;2039816837
RB;1;1;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;Consumer;Walk-in;11045;1608436005.63;10808;1561100404
RB;1;1;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;Mortgage;Walk-in;1140;1858503149.23;1129;1837343171
RB;1;1;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;PRO Individuals;Walk-in;209;50409724.34;196;45978359,54
RB;1;1;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;Cards/Revolving;Walk-in;1107;196574958.74;1073;187935580,8
RB;1;1;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;Cars;Walk-in;7619;1975380447.31;7456;1928149144
RB;1;1;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;Consumer;Walk-in;10370;1508873398.02;10092;1449797574
RB;1;1;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;Mortgage;Walk-in;1464;2211337793.90;1456;2193261873
RB;1;1;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;PRO Individuals;Walk-in;200;45488510.30;198;45003804,5
RFB;1;NULL;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;Cars;NULL;26889;7725185420.57;26317;7575878155
RFB;1;NULL;Cumulative 1-180;2017-01-01 00:00:00.000;2016-07-01 00:00:00.000;PDC;NULL;82015;2338881426.22;79331;2243031738
RFB;1;NULL;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;Cars;NULL;19947;5518853247.74;19390;5370646250
RFB;1;NULL;Cumulative 1-180;2017-02-01 00:00:00.000;2016-08-01 00:00:00.000;PDC;NULL;82613;2337482291.23;79915;2239737027
RFB;1;NULL;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;Cars;NULL;22239;6274010199.66;21623;6108928690
RFB;1;NULL;Cumulative 1-180;2017-03-01 00:00:00.000;2016-09-01 00:00:00.000;PDC;NULL;92629;2635746305.14;89827;2537675367
RFB;1;NULL;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;Cars;NULL;21732;6202413227.57;21223;6073756096
RFB;1;NULL;Cumulative 1-180;2017-04-01 00:00:00.000;2016-10-01 00:00:00.000;PDC;NULL;89535;2540160767.97;87049;2458628837
RFB;1;NULL;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;Cars;NULL;22208;6410718724.45;21614;6255828726
RFB;1;NULL;Cumulative 1-180;2017-05-01 00:00:00.000;2016-11-01 00:00:00.000;PDC;NULL;92182;2658847021.12;89252;2558681293
RFB;1;NULL;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;Cars;NULL;15938;4590319331.41;15337;4418517924
RFB;1;NULL;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;PDC;NULL;120605;3520979573.22;116766;3382960495
RFB;1;NULL;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;Cars;NULL;17811;5235023934.30;17330;5102522853
RFB;1;NULL;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;PDC;NULL;76749;2239821562.76;74371;2157374914
RFB;1;NULL;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;Cars;NULL;26403;7964452299.20;26002;7855070930
RFB;1;NULL;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;PDC;NULL;101790;2953596423.88;98671;2848557172
RFB;1;NULL;Cumulative 1-180;2017-09-01 00:00:00.000;2017-03-01 00:00:00.000;Cars;NULL;17367;4984025038.10;16930;4859872766
RFB;1;NULL;Cumulative 1-180;2017-09-01 00:00:00.000;2017-03-01 00:00:00.000;PDC;NULL;104306;2950568525.58;101394;2851607618
RFB;1;NULL;Cumulative 1-180;2017-10-01 00:00:00.000;2017-04-01 00:00:00.000;Cars;NULL;29584;9044418391.17;29179;8936077737
RFB;1;NULL;Cumulative 1-180;2017-10-01 00:00:00.000;2017-04-01 00:00:00.000;PDC;NULL;101482;2801195033.14;98458;2697050683
RFB;1;NULL;Cumulative 1-180;2017-11-01 00:00:00.000;2017-05-01 00:00:00.000;Cars;NULL;17881;5305755430.51;17535;5211768895
RFB;1;NULL;Cumulative 1-180;2017-11-01 00:00:00.000;2017-05-01 00:00:00.000;PDC;NULL;108494;2963924999.97;105768;2879064601
RFB;1;NULL;Cumulative 1-180;2017-12-01 00:00:00.000;2017-06-01 00:00:00.000;Cars;NULL;20244;6211326265.76;19872;6114231092
RFB;1;NULL;Cumulative 1-180;2017-12-01 00:00:00.000;2017-06-01 00:00:00.000;PDC;NULL;108236;2899786964.28;105296;2807392618
RFB;1;NULL;Cumulative 1-180;2018-01-01 00:00:00.000;2017-07-01 00:00:00.000;Cars;NULL;19890;6280359061.17;19566;6190518940
RFB;1;NULL;Cumulative 1-180;2018-01-01 00:00:00.000;2017-07-01 00:00:00.000;PDC;NULL;94760;2513256173.85;92224;2431569866
RB;1;1;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;Cards/Revolving;Walk-in;723;168715762.95;693;159913161,8
RB;1;1;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;Cars;Walk-in;6799;1729389668.73;6616;1683132337
RB;1;1;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;Consumer;Walk-in;9612;1408911543.87;9361;1362276801
RB;1;1;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;Mortgage;Walk-in;1293;2013558067.42;1281;1987924069
RB;1;1;Cumulative 1-180;2017-06-01 00:00:00.000;2016-12-01 00:00:00.000;PRO Individuals;Walk-in;168;32973532.58;168;32973532,58
RB;1;1;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;Cards/Revolving;Walk-in;1333;193714926.91;1299;184080568,4
RB;1;1;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;Cars;Walk-in;6625;1639607398.76;6484;1596574191
RB;1;1;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;Consumer;Walk-in;9273;1343638501.76;9031;1300223669
RB;1;1;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;Mortgage;Walk-in;1093;1709422998.66;1073;1672037347
RB;1;1;Cumulative 1-180;2017-07-01 00:00:00.000;2017-01-01 00:00:00.000;PRO Individuals;Walk-in;150;32503979.39;147;30919533
RB;1;1;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;Cards/Revolving;Walk-in;1035;171306638.22;1004;162160123,7
RB;1;1;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;Cars;Walk-in;6374;1521898919.71;6308;1502265357
RB;1;1;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;Consumer;Walk-in;9034;1287409390.33;8770;1238110803
RB;1;1;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;Mortgage;Walk-in;1310;1885665157.53;1298;1869291494
RB;1;1;Cumulative 1-180;2017-08-01 00:00:00.000;2017-02-01 00:00:00.000;PRO Individuals;Walk-in;150;27093029.83;143;24838984,97
RB;1;1;Cumulative 1-180;2017-09-01 00:00:00.000;2017-03-01 00:00:00.000;Cards/Revolving;Walk-in;935;175605987.38;914;169734639,8
RB;1;1;Cumulative 1-180;2017-09-01 00:00:00.000;2017-03-01 00:00:00.000;Cars;Walk-in;6498;1505109185.97;6424;1488112863
